2023-10-18 10:32:57.531
Trial Number,Time Stamp,Relative Start Time,Cursor X (Relative to Origin),Cursor Y(Relative to Origin),Joystick X,Joystick Y
2,2023-10-18 10:33:25.8,28273.0,-166.2767,-66.0327,-0.0020,-0.0020
2,2023-10-18 10:33:25.85,28323.0,-168.8383,-69.5963,-0.0020,-0.0020
2,2023-10-18 10:33:25.9,28373.0,-173.7780,-76.8450,-0.0020,-0.0020
2,2023-10-18 10:33:25.95,28423.0,-176.1515,-80.5300,-0.0020,-0.0020
2,2023-10-18 10:33:26.0,28473.0,-180.6916,-88.0229,-0.0020,-0.0020
2,2023-10-18 10:33:26.05,28523.0,-182.8514,-91.8322,-0.0020,-0.0020
2,2023-10-18 10:33:26.1,28573.0,-186.9320,-99.5807,-0.0020,-0.0020
2,2023-10-18 10:33:26.15,28623.0,-188.8451,-103.5217,-0.0020,-0.0020
2,2023-10-18 10:33:26.2,28673.0,-192.3980,-111.5406,-0.0020,-0.0020
2,2023-10-18 10:33:26.25,28723.0,-194.0309,-115.6193,-0.0020,-0.0020
2,2023-10-18 10:33:26.3,28773.0,-196.9949,-123.9156,-0.0020,-0.0020
2,2023-10-18 10:33:26.35,28823.0,-198.3211,-128.1322,-0.0020,-0.0020
2,2023-10-18 10:33:26.4,28873.0,-200.6544,-136.6964,-0.0020,-0.0020
2,2023-10-18 10:33:26.45,28923.0,-201.6598,-141.0407,-0.0020,-0.0020
2,2023-10-18 10:33:26.5,28973.0,-203.3486,-149.8418,-0.0020,-0.0020
2,2023-10-18 10:33:26.55,29023.0,-204.0337,-154.2924,-0.0020,-0.0020
2,2023-10-18 10:33:26.6,29073.0,-205.0932,-163.2762,-0.0020,-0.0020
2,2023-10-18 10:33:26.65,29123.0,-205.4718,-167.8010,-0.0020,-0.0020
2,2023-10-18 10:33:26.7,29173.0,-205.9400,-176.8942,-0.0020,-0.0020
2,2023-10-18 10:33:26.75,29223.0,-206.0351,-181.4530,-0.0020,-0.0020
2,2023-10-18 10:33:26.8,29273.0,-205.9616,-190.5702,-0.0020,-0.0020
2,2023-10-18 10:33:26.85,29323.0,-205.5542,-199.6543,-0.0020,-0.0020
2,2023-10-18 10:33:26.9,29373.0,-205.2309,-204.1720,-0.0020,-0.0020
2,2023-10-18 10:33:26.95,29423.0,-204.3541,-213.1365,-0.0020,-0.0020
2,2023-10-18 10:33:27.0,29473.0,-203.8027,-217.5752,-0.0020,-0.0020
